"","DATE","RENTED_BIKE_COUNT","TEMPERATURE","HUMIDITY","WIND_SPEED","VISIBILITY","DEW_POINT_TEMPERATURE","SOLAR_RADIATION","RAINFALL","SNOWFALL","HOLIDAY","Spring","Summer","Autumn","Winter","Holiday","No_Holiday","FUNC_DAY_YES","HOUR0","HOUR1","HOUR2","HOUR3","HOUR4","HOUR5","HOUR6","HOUR7","HOUR8","HOUR9","HOUR10","HOUR11","HOUR12","HOUR13","HOUR14","HOUR15","HOUR16","HOUR17","HOUR18","HOUR19","HOUR20","HOUR21","HOUR22","HOUR23","RENTED_BIKE_COUNT_normalize","TEMPERATURE_normalize","HUMIDITY_normalize","WIND_SPEED_normalize","VISIBILITY_normalize","DEW_POINT_TEMPERATURE_normalize","SOLAR_RADIATION_normalize","RAINFALL_normalize","SNOWFALL_normalize"
"11","01/12/2017",339,-3.5,24,1.2,1996,-21.2,0.65,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953318335208099,-0.0888324873096447,0.244897959183673,0.162162162162162,0.998,-0.779411764705882,0.184659090909091,0,0
"12","01/12/2017",360,-0.5,21,1.3,1936,-20.2,0.94,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.101237345331834,-0.0126903553299492,0.214285714285714,0.175675675675676,0.968,-0.742647058823529,0.267045454545455,0,0
"13","01/12/2017",449,1.7,23,1.4,2000,-17.2,1.11,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.126265466816648,0.0431472081218274,0.23469387755102,0.189189189189189,1,-0.632352941176471,0.315340909090909,0,0
"14","01/12/2017",451,2.4,25,1.6,2000,-15.6,1.16,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.126827896512936,0.0609137055837563,0.255102040816327,0.216216216216216,1,-0.573529411764706,0.329545454545455,0,0
"15","01/12/2017",447,3,26,2,2000,-14.6,1.01,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.12570303712036,0.0761421319796954,0.26530612244898,0.27027027027027,1,-0.536764705882353,0.286931818181818,0,0
"16","01/12/2017",463,2.1,36,3.2,2000,-11.4,0.54,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.130202474690664,0.0532994923857868,0.36734693877551,0.432432432432432,1,-0.419117647058824,0.153409090909091,0,0
"17","01/12/2017",484,1.2,54,4.2,793,-7,0.24,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.136107986501687,0.0304568527918782,0.551020408163265,0.567567567567568,0.3965,-0.257352941176471,0.0681818181818182,0,0
"18","01/12/2017",555,0.8,58,1.6,2000,-6.5,0.08,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15607424071991,0.0203045685279188,0.591836734693878,0.216216216216216,1,-0.238970588235294,0.0227272727272727,0,0
"19","01/12/2017",862,0.6,66,1.4,2000,-5,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.242407199100112,0.0152284263959391,0.673469387755102,0.189189189189189,1,-0.183823529411765,0,0,0
"20","01/12/2017",600,0,77,1.7,2000,-3.5,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.168728908886389,0,0.785714285714286,0.22972972972973,1,-0.128676470588235,0,0,0
"21","01/12/2017",426,-0.3,79,1.5,1913,-3.5,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.119797525309336,-0.00761421319796954,0.806122448979592,0.202702702702703,0.9565,-0.128676470588235,0,0,0
"22","01/12/2017",405,-0.8,81,0.8,1687,-3.6,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.113892013498313,-0.0203045685279188,0.826530612244898,0.108108108108108,0.8435,-0.132352941176471,0,0,0
"23","01/12/2017",398,-0.9,83,1.5,1380,-3.4,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.111923509561305,-0.0228426395939086,0.846938775510204,0.202702702702703,0.69,-0.125,0,0,0
"24","01/12/2017",323,-1.3,84,1,1265,-3.6,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0908323959505062,-0.032994923857868,0.857142857142857,0.135135135135135,0.6325,-0.132352941176471,0,0,0
"25","02/12/2017",328,-1.8,87,1.1,994,-3.6,0,0,0,"No Holiday",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922384701912261,-0.0456852791878173,0.887755102040816,0.148648648648649,0.497,-0.132352941176471,0,0,0
"26","02/12/2017",308,-2.2,86,0.6,990,-4.2,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866141732283465,-0.0558375634517767,0.877551020408163,0.0810810810810811,0.495,-0.154411764705882,0,0,0
"27","02/12/2017",262,-2.9,86,1.5,1256,-4.9,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736782902137233,-0.0736040609137056,0.877551020408163,0.202702702702703,0.628,-0.180147058823529,0,0,0
"28","02/12/2017",167,-3.5,81,2.2,1221,-6.2,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046962879640045,-0.0888324873096447,0.826530612244898,0.297297297297297,0.6105,-0.227941176470588,0,0,0
"29","02/12/2017",89,-3.8,79,2,1167,-6.9,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250281214848144,-0.0964467005076142,0.806122448979592,0.27027027027027,0.5835,-0.253676470588235,0,0,0
"30","02/12/2017",79,-4,79,1.5,1202,-7.1,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222159730033746,-0.101522842639594,0.806122448979592,0.202702702702703,0.601,-0.261029411764706,0,0,0
"31","02/12/2017",70,-4.3,82,2.1,1178,-6.9,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196850393700787,-0.109137055837563,0.836734693877551,0.283783783783784,0.589,-0.253676470588235,0,0,0
"32","02/12/2017",146,-4.4,81,2.5,1276,-7.1,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410573678290214,-0.111675126903553,0.826530612244898,0.337837837837838,0.638,-0.261029411764706,0,0,0
"33","02/12/2017",219,-4.2,79,2.1,1436,-7.3,0.01,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615860517435321,-0.106598984771574,0.806122448979592,0.283783783783784,0.718,-0.268382352941176,0.00284090909090909,0,0
"34","02/12/2017",328,-2.9,68,1.6,1487,-7.9,0.3,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922384701912261,-0.0736040609137056,0.693877551020408,0.216216216216216,0.7435,-0.290441176470588,0.0852272727272727,0,0
"35","02/12/2017",334,-0.4,57,1.6,1309,-7.8,0.8,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09392575928009,-0.0101522842639594,0.581632653061224,0.216216216216216,0.6545,-0.286764705882353,0.227272727272727,0,0
"36","02/12/2017",388,1.9,49,1.8,1406,-7.7,1,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.109111361079865,0.0482233502538071,0.5,0.243243243243243,0.703,-0.283088235294118,0.284090909090909,0,0
"37","02/12/2017",479,4.3,41,1.3,1666,-7.8,1.09,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.134701912260967,0.109137055837563,0.418367346938776,0.175675675675676,0.833,-0.286764705882353,0.309659090909091,0,0
"38","02/12/2017",606,6,36,1.8,1780,-7.9,1.12,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.170416197975253,0.152284263959391,0.36734693877551,0.243243243243243,0.89,-0.290441176470588,0.318181818181818,0,0
"39","02/12/2017",611,7.3,35,1.3,1955,-7.1,0.99,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.171822272215973,0.185279187817259,0.357142857142857,0.175675675675676,0.9775,-0.261029411764706,0.28125,0,0
"40","02/12/2017",589,7.6,41,2.3,1953,-4.8,0.74,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.165635545556805,0.192893401015228,0.418367346938776,0.310810810810811,0.9765,-0.176470588235294,0.210227272727273,0,0
"41","02/12/2017",618,6.4,48,2.6,1945,-3.8,0.22,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.173790776152981,0.16243654822335,0.489795918367347,0.351351351351351,0.9725,-0.139705882352941,0.0625,0,0
"42","02/12/2017",572,6,51,2.5,1891,-3.3,0.06,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.160854893138358,0.152284263959391,0.520408163265306,0.337837837837838,0.9455,-0.121323529411765,0.0170454545454545,0,0
"43","02/12/2017",489,5.5,53,1.5,1697,-3.3,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.137514060742407,0.139593908629442,0.540816326530612,0.202702702702703,0.8485,-0.121323529411765,0,0,0
"44","02/12/2017",385,5,52,2.3,1666,-4,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.108267716535433,0.126903553299492,0.530612244897959,0.310810810810811,0.833,-0.147058823529412,0,0,0
"45","02/12/2017",359,4.6,51,1.2,1585,-4.6,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.10095613048369,0.116751269035533,0.520408163265306,0.162162162162162,0.7925,-0.169117647058824,0,0,0
"46","02/12/2017",377,4.1,55,1.2,1448,-4.1,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.106017997750281,0.104060913705584,0.561224489795918,0.162162162162162,0.724,-0.150735294117647,0,0,0
"47","02/12/2017",354,3.5,54,1.5,1446,-4.9,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0995500562429696,0.0888324873096447,0.551020408163265,0.202702702702703,0.723,-0.180147058823529,0,0,0
"48","02/12/2017",366,4,56,1,1352,-4,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.102924634420697,0.101522842639594,0.571428571428571,0.135135135135135,0.676,-0.147058823529412,0,0,0
"49","03/12/2017",342,4,58,1.4,1296,-3.5,0,0,0,"No Holiday",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961754780652418,0.101522842639594,0.591836734693878,0.189189189189189,0.648,-0.128676470588235,0,0,0
"50","03/12/2017",227,3.9,69,1.7,485,-1.2,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638357705286839,0.0989847715736041,0.704081632653061,0.22972972972973,0.2425,-0.0441176470588235,0,0,0
"51","03/12/2017",228,3.3,79,1.4,830,0,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641169853768279,0.083756345177665,0.806122448979592,0.189189189189189,0.415,0,0,0,0
"52","03/12/2017",117,3.4,71,1.6,1011,-1.3,0,0.5,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329021372328459,0.0862944162436548,0.724489795918367,0.216216216216216,0.5055,-0.0477941176470588,0,0.0142857142857143,0
"53","03/12/2017",76,3.5,73,1,1060,-0.8,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213723284589426,0.0888324873096447,0.744897959183674,0.135135135135135,0.53,-0.0294117647058824,0,0,0
"54","03/12/2017",32,3.9,75,1.9,914,-0.1,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899887514060742,0.0989847715736041,0.76530612244898,0.256756756756757,0.457,-0.00367647058823529,0,0,0
"55","03/12/2017",13,3.4,86,2.5,278,1.2,0,1,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365579302587177,0.0862944162436548,0.877551020408163,0.337837837837838,0.139,0.0441176470588235,0,0.0285714285714286,0
"56","03/12/2017",22,3.1,91,1.2,129,1.7,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061867266591676,0.0786802030456853,0.928571428571429,0.162162162162162,0.0645,0.0625,0,0,0
"57","03/12/2017",85,3.2,92,1.8,244,2,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239032620922385,0.0812182741116751,0.938775510204082,0.243243243243243,0.122,0.0735294117647059,0,0,0
"58","03/12/2017",152,3.5,91,1.8,231,2.1,0.02,2.5,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427446569178853,0.0888324873096447,0.928571428571429,0.243243243243243,0.1155,0.0772058823529412,0.00568181818181818,0.0714285714285714,0
"59","03/12/2017",200,4.4,89,2.2,257,2.7,0.24,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562429696287964,0.111675126903553,0.908163265306122,0.297297297297297,0.1285,0.0992647058823529,0.0681818181818182,0,0
"60","03/12/2017",273,5.1,87,1.4,321,3.1,0.25,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0767716535433071,0.129441624365482,0.887755102040816,0.189189189189189,0.1605,0.113970588235294,0.0710227272727273,0,0
"61","03/12/2017",333,5.8,85,1.7,349,3.4,0.43,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.093644544431946,0.147208121827411,0.86734693877551,0.22972972972973,0.1745,0.125,0.122159090909091,0,0
"62","03/12/2017",495,6.8,81,1.9,390,3.7,0.6,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.139201349831271,0.17258883248731,0.826530612244898,0.256756756756757,0.195,0.136029411764706,0.170454545454545,0,0
"63","03/12/2017",563,7.6,76,1.2,422,3.6,0.69,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.158323959505062,0.192893401015228,0.775510204081633,0.162162162162162,0.211,0.132352941176471,0.196022727272727,0,0
"64","03/12/2017",621,8,73,1.6,433,3.4,0.53,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.174634420697413,0.203045685279188,0.744897959183674,0.216216216216216,0.2165,0.125,0.150568181818182,0,0
"65","03/12/2017",598,7.6,77,1.6,399,3.8,0.2,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.168166479190101,0.192893401015228,0.785714285714286,0.216216216216216,0.1995,0.139705882352941,0.0568181818181818,0,0
"66","03/12/2017",545,6.7,82,1.5,358,3.8,0.05,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15326209223847,0.17005076142132,0.836734693877551,0.202702702702703,0.179,0.139705882352941,0.0142045454545455,0,0
"67","03/12/2017",443,6,84,1.9,327,3.4,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.124578177727784,0.152284263959391,0.857142857142857,0.256756756756757,0.1635,0.125,0,0,0
"68","03/12/2017",422,5.7,85,1.7,309,3.3,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.11867266591676,0.144670050761421,0.86734693877551,0.22972972972973,0.1545,0.121323529411765,0,0,0
"69","03/12/2017",397,5.2,87,1.4,253,3.2,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.111642294713161,0.131979695431472,0.887755102040816,0.189189189189189,0.1265,0.117647058823529,0,0,0
"70","03/12/2017",385,4.7,87,1.2,247,2.7,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.108267716535433,0.119289340101523,0.887755102040816,0.162162162162162,0.1235,0.0992647058823529,0,0,0
"71","03/12/2017",350,4.3,89,1.8,201,2.6,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0984251968503937,0.109137055837563,0.908163265306122,0.243243243243243,0.1005,0.0955882352941177,0,0,0
"72","03/12/2017",303,3.9,90,1.3,194,2.4,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0852080989876265,0.0989847715736041,0.918367346938776,0.175675675675676,0.097,0.0882352941176471,0,0,0
"73","04/12/2017",285,4.2,88,0.6,216,2.3,0,0,0,"No Holiday",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801462317210349,0.106598984771574,0.897959183673469,0.0810810810810811,0.108,0.0845588235294118,0,0,0
"74","04/12/2017",186,4.3,87,0.5,221,2.3,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523059617547807,0.109137055837563,0.887755102040816,0.0675675675675676,0.1105,0.0845588235294118,0,0,0
"75","04/12/2017",112,4.4,87,1.8,207,2.4,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031496062992126,0.111675126903553,0.887755102040816,0.243243243243243,0.1035,0.0882352941176471,0,0,0
"76","04/12/2017",65,3.6,85,2.3,206,1.3,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182789651293588,0.0913705583756345,0.86734693877551,0.310810810810811,0.103,0.0477941176470588,0,0,0
"77","04/12/2017",41,2.8,89,1.5,130,1.1,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115298087739033,0.0710659898477157,0.908163265306122,0.202702702702703,0.065,0.0404411764705882,0,0,0
"78","04/12/2017",82,2,83,2.7,253,-0.5,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230596175478065,0.050761421319797,0.846938775510204,0.364864864864865,0.1265,-0.0183823529411765,0,0,0
"79","04/12/2017",200,1.2,76,3.7,371,-2.5,0,0.1,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562429696287964,0.0304568527918782,0.775510204081633,0.5,0.1855,-0.0919117647058824,0,0.00285714285714286,0
"80","04/12/2017",498,0.2,68,3.4,702,-5,0,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140044994375703,0.0050761421319797,0.693877551020408,0.459459459459459,0.351,-0.183823529411765,0,0,0
"81","04/12/2017",937,-0.8,69,3.5,954,-5.7,0.01,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263498312710911,-0.0203045685279188,0.704081632653061,0.472972972972973,0.477,-0.209558823529412,0.00284090909090909,0,0
"82","04/12/2017",509,-1.5,47,4.2,1888,-11.3,0.22,0,0,"No Holiday",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143138357705287,-0.0380710659898477,0.479591836734694,0.567567567567568,0.944,-0.415441176470588,0.0625,0,0
